,output_ID,flooded,alerts,t_EB_rate,risk
245,79422.0,0.037037037037037035,0.037037037037037035,0.0329569051335269,low
246,79422.0,0.016129032258064516,0.016129032258064516,0.015570326484032691,low
247,79422.0,0.0,0.0,0.13607907609743478,low
248,79422.0,0.125,0.125,0.17996883150916643,medium
249,79422.0,0.0,0.0,0.4685760482719586,high
250,79428.0,0.037037037037037035,0.037037037037037035,0.03467001525974222,low
251,79428.0,0.03225806451612903,0.03225806451612903,0.022979065133412732,low
252,79428.0,0.6666666666666666,1.3333333333333333,0.27178514933470965,medium
253,79428.0,0.25,0.625,0.21999400613709505,medium
254,79428.0,0.0,0.0,0.49848254029762246,high
255,79434.0,0.0,0.0,0.011746349545642468,low
256,79434.0,0.0,0.0,0.006524377759477378,low
257,79434.0,0.0,0.0,0.09969228243502552,low
258,79434.0,0.0,0.0,0.1121538177394037,low
259,79434.0,0.0,0.0,0.398514523395342,medium
260,79445.0,0.0,0.0,0.014427226297582044,low
261,79445.0,0.0,0.0,0.00962773518718597,low
262,79445.0,0.3333333333333333,0.3333333333333333,0.2219468631897984,medium
263,79445.0,0.25,0.25,0.22097468660020023,medium
264,79445.0,0.0,0.0,0.4814095873863683,high
265,101574.0,0.0,0.0,0.011985038005723961,low
266,101574.0,0.0,0.0,0.0065211269756562116,low
267,101574.0,0.0,0.0,0.11155152665731054,low
268,101574.0,0.125,0.125,0.12549546748947435,low
269,101574.0,0.0,0.0,0.3780851428607098,medium
270,79476.0,0.0,0.0,0.012507664844207974,low
271,79476.0,0.0,0.0,0.007259450863074874,low
272,79476.0,0.0,0.0,0.08994280393583569,low
273,79476.0,0.0,0.0,0.10118565442781513,low
274,79476.0,0.0,0.0,0.2872887676035209,medium
275,79497.0,0.18518518518518517,0.2222222222222222,0.11797620472269263,low
276,79497.0,0.03225806451612903,0.04838709677419355,0.02954017162985822,low
277,79497.0,0.6666666666666666,1.3333333333333333,0.40008446043025897,high
278,79497.0,0.5,1.375,0.40801158244884755,high
279,79497.0,0.0,0.0,0.777119677746771,high
280,79500.0,0.0,0.0,0.010435213592455061,low
281,79500.0,0.016129032258064516,0.016129032258064516,0.00836462855503185,low
282,79500.0,0.0,0.0,0.08111320357687907,low
283,79500.0,0.25,0.25,0.12329714008403649,low
284,79500.0,0.0,0.0,0.35784448358596854,medium
285,79508.0,0.0,0.0,0.017179641679450738,low
286,79508.0,0.0,0.0,0.011310863261992415,low
287,79508.0,0.6666666666666666,0.6666666666666666,0.24972155130827708,medium
288,79508.0,0.125,0.375,0.19400698208089787,medium
289,79508.0,0.0,0.0,0.4729027591327604,high
290,79537.0,0.0,0.0,0.016635967912574493,low
291,79537.0,0.0,0.0,0.01030998042897002,low
292,79537.0,0.0,0.0,0.1669836389071556,medium
293,79537.0,0.0,0.0,0.1390328793417842,low
294,79537.0,0.0,0.0,0.4424896621867263,high
295,100988.0,0.14814814814814814,0.14814814814814814,0.08695469485358202,low
296,100988.0,0.04838709677419355,0.0967741935483871,0.029097311079742547,low
297,100988.0,0.3333333333333333,0.6666666666666666,0.2755927070471287,medium
298,100988.0,0.375,1.25,0.2780632328764368,medium
299,100988.0,0.0,0.0,0.5654744875451861,high
300,79557.0,0.0,0.0,0.014547642386154898,low
301,79557.0,0.0,0.0,0.007619049253434818,low
302,79557.0,0.0,0.0,0.07803904051333364,low
303,79557.0,0.0,0.0,0.08779392057750035,low
304,79557.0,0.0,0.0,0.312969147618442,medium
305,79566.0,0.0,0.0,0.0157507349810958,low
306,79566.0,0.016129032258064516,0.03225806451612903,0.015168472934254803,low
307,79566.0,0.0,0.0,0.18475870853982204,medium
308,79566.0,0.125,0.125,0.1808430972122913,medium
309,79566.0,0.0,0.0,0.4597342002244519,high
310,79569.0,0.07407407407407407,0.07407407407407407,0.04718477645041616,low
311,79569.0,0.0,0.0,0.010748729341138585,low
312,79569.0,0.0,0.0,0.18136547835757288,medium
313,79569.0,0.0,0.0,0.17356163221054,medium
314,79569.0,0.0,0.0,0.5521563674979981,high
315,79604.0,0.0,0.0,0.014066621894676072,low
316,79604.0,0.0,0.0,0.008479723839109955,low
317,79604.0,0.0,0.0,0.1139660257602365,low
318,79604.0,0.0,0.0,0.12821177898026606,low
319,79604.0,0.0,0.0,0.3662166823612906,medium
320,79612.0,0.0,0.0,0.015455077226999667,low
321,79612.0,0.0,0.0,0.009966956853425638,low
322,79612.0,0.0,0.0,0.13154919780561078,low
323,79612.0,0.0,0.0,0.14799284753131212,low
324,79612.0,0.0,0.0,0.46672218515415814,high
325,79616.0,0.0,0.0,0.01699616888979211,low
326,79616.0,0.0,0.0,0.010459430962298477,low
327,79616.0,0.3333333333333333,0.3333333333333333,0.2234804501756845,medium
328,79616.0,0.25,0.25,0.22250155613424055,medium
329,79616.0,0.0,0.0,0.5806273580344364,high
330,79663.0,0.0,0.0,0.014445588664217081,low
331,79663.0,0.0,0.0,0.009059019120519431,low
332,79663.0,0.0,0.0,0.12230466287037266,low
333,79663.0,0.0,0.0,0.13759274572916924,low
334,79663.0,0.0,0.0,0.4204965280572914,high
335,79698.0,0.0,0.0,0.016121076159554767,low
336,79698.0,0.0,0.0,0.009693125921226285,low
337,79698.0,0.0,0.0,0.11560804075529746,low
338,79698.0,0.0,0.0,0.13005904584970965,low
339,79698.0,0.0,0.0,0.42614806563850754,high
340,79707.0,0.1111111111111111,0.1111111111111111,0.046985844424265684,low
341,79707.0,0.04838709677419355,0.04838709677419355,0.018259264107799954,low
342,79707.0,0.3333333333333333,0.3333333333333333,0.17399002900660573,medium
343,79707.0,0.125,0.125,0.15071704538633243,medium
344,79707.0,0.0,0.0,0.4424159242360903,high
345,104256.0,0.037037037037037035,0.07407407407407407,0.037024428861787244,low
346,104256.0,0.0,0.0,0.01289531702585636,low
347,104256.0,0.3333333333333333,1.0,0.25220656538126984,medium
348,104256.0,0.0,0.0,0.2099906625783641,medium
349,104256.0,0.0,0.0,0.6520739809444838,high
350,79775.0,0.0,0.0,0.018154044969852286,low
351,79775.0,0.0,0.0,0.012009832532007415,low
352,79775.0,0.0,0.0,0.19251433641486038,medium
353,79775.0,0.25,0.25,0.24892648294779215,medium
354,79775.0,0.0,0.0,0.5826062469009001,high
355,104258.0,0.1111111111111111,0.3333333333333333,0.07873595407379413,low
356,104258.0,0.06451612903225806,0.08064516129032258,0.04461436759479193,low
357,104258.0,0.3333333333333333,2.0,0.37526212600829734,medium
358,104258.0,0.5,1.5,0.42216989175933456,high
359,104258.0,0.0,0.0,0.8031479359131081,high
360,79789.0,0.0,0.0,0.017831457783290275,low
361,79789.0,0.0,0.0,0.01157639434692211,low
362,79789.0,0.0,0.0,0.17190504932945108,medium
363,79789.0,0.375,0.625,0.2511630029808292,medium
364,79789.0,0.0,0.0,0.5031231569072897,high
365,79832.0,0.0,0.0,0.01471102831949517,low
366,79832.0,0.0,0.0,0.00983717453732642,low
367,79832.0,0.3333333333333333,0.3333333333333333,0.263888522068543,medium
368,79832.0,0.25,0.75,0.2627326316913075,medium
369,79832.0,0.0,0.0,0.7321549912411723,high
370,79870.0,0.0,0.0,0.014911684779821787,low
371,79870.0,0.0,0.0,0.009019726777355694,low
372,79870.0,0.0,0.0,0.14557987724487587,low
373,79870.0,0.125,0.125,0.1637773619004854,medium
374,79870.0,0.0,0.0,0.44277893376472716,high
375,79877.0,0.0,0.0,0.012151075886346249,low
376,79877.0,0.0,0.0,0.006216301057276437,low
377,79877.0,0.0,0.0,0.07792188287107353,low
378,79877.0,0.0,0.0,0.08766211822995772,low
379,79877.0,0.0,0.0,0.30719799549710647,medium
380,79895.0,0.0,0.0,0.013218839227072003,low
381,79895.0,0.016129032258064516,0.03225806451612903,0.011988497428066515,low
382,79895.0,0.0,0.0,0.17155509148311152,medium
383,79895.0,0.0,0.0,0.14283913376628476,low
384,79895.0,0.0,0.0,0.5448605064260074,high
385,79927.0,0.0,0.0,0.01727427266797434,low
386,79927.0,0.0,0.0,0.010665711240183454,low
387,79927.0,0.3333333333333333,1.3333333333333333,0.17768379719295954,medium
388,79927.0,0.0,0.0,0.17003836748565518,medium
389,79927.0,0.0,0.0,0.5312103662388984,high
390,79960.0,0.0,0.0,0.017091685524492587,low
391,79960.0,0.016129032258064516,0.016129032258064516,0.015007406920057285,low
392,79960.0,0.0,0.0,0.10433654256368723,low
393,79960.0,0.125,0.125,0.13798833874686459,low
394,79960.0,0.0,0.0,0.3598867315071966,medium
395,79977.0,0.0,0.0,0.01639027253213983,low
396,79977.0,0.016129032258064516,0.016129032258064516,0.015119663697304102,low
397,79977.0,0.0,0.0,0.13987481124246326,low
398,79977.0,0.125,0.125,0.18498880988027125,medium
399,79977.0,0.0,0.0,0.4672473448832331,high
400,80031.0,0.037037037037037035,0.037037037037037035,0.024811926579876645,low
401,80031.0,0.016129032258064516,0.016129032258064516,0.012105638182388597,low
402,80031.0,0.0,0.0,0.15377811719040357,medium
403,80031.0,0.125,0.125,0.17300038183920405,medium
404,80031.0,0.0,0.0,0.5143176920042362,high
405,80060.0,0.037037037037037035,0.037037037037037035,0.0347811067591448,low
406,80060.0,0.016129032258064516,0.016129032258064516,0.017808801720698014,low
407,80060.0,0.0,0.0,0.22818842109321202,medium
408,80060.0,0.125,0.125,0.25671197372986354,medium
409,80060.0,0.0,0.0,0.8015711841100713,high
410,80244.0,0.0,0.0,0.01808973334310131,low
411,80244.0,0.03225806451612903,0.03225806451612903,0.023150919996265156,low
412,80244.0,0.0,0.0,0.16862666998660145,medium
413,80244.0,0.125,0.5,0.22301404175496578,medium
414,80244.0,0.0,0.0,0.5656575187192229,high
415,80285.0,0.0,0.0,0.01316351575184211,low
416,80285.0,0.0,0.0,0.0076911741424226555,low
417,80285.0,0.0,0.0,0.10175298247515857,low
418,80285.0,0.125,0.375,0.1345714997764611,low
419,80285.0,0.0,0.0,0.33335226155811176,medium
420,80318.0,0.0,0.0,0.01172330390964655,low
421,80318.0,0.016129032258064516,0.016129032258064516,0.008970868928899027,low
